attribute_name,attribute_name_2,cardinality,constancy,dataset_name,dataset_name_2,entropy,first_word,freq_word_containment,freq_word_soundex_containment,frequency_1qo,frequency_2qo,frequency_3qo,frequency_4qo,frequency_5qo,frequency_6qo,frequency_7qo,frequency_avg,frequency_iqr,frequency_max,frequency_min,frequency_sd,incompleteness,is_binary,is_empty,last_word,len_avg_word,len_max_word,len_min_word,name_dist,number_words,uniqueness,val_pct_max,val_pct_min,val_pct_std,words_cnt_avg,words_cnt_max,words_cnt_min,words_cnt_sd,
"neighborhood","1968",-1610.0,-0.8757513923906385,d_reference.csv,countries_data.csv,-1.4866999274876742,13.0,0.0,0.0,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,-12.458385093167703,0.0,-17924.0,-1.0,-446.6246299404477,0.0,0.0,0.0,26.0,-4.0,-12.0,-1.0,12.0,-20058.0,0.9197327749526374,-0.8757513923906385,0.01780728743785878,-0.022266658188276382,-1.0,-1.0,-1.0,0.0,
"neighborhood","1969",-1625.0,-0.8752029827785137,d_reference.csv,countries_data.csv,-1.4972766338588939,23.0,0.0,0.0,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,-12.343384615384615,0.0,-17913.0,-1.0,-444.2852142773462,0.0,0.0,0.0,26.0,-4.0,-23.0,-1.0,12.0,-20058.0,0.9189849436633762,-0.8752029827785137,0.01780728743785878,-0.022150025639512724,-1.0,-1.0,-1.0,0.0,
"neighborhood","1970",-3419.0,-0.7475731094112786,d_reference.csv,countries_data.csv,-3.082536378025073,13.0,0.0,0.0,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,-5.866627668909038,0.0,-15353.0,-1.0,-263.13665655709605,0.0,0.0,0.0,26.0,-4.0,-12.0,-1.0,12.0,-20058.0,0.8295443214677436,-0.7475731094112786,0.01780728743785878,-0.013118788341663976,-1.0,-1.0,-1.0,0.0,
"neighborhood","1971",-4455.0,-0.6720421491959032,d_reference.csv,countries_data.csv,-4.0316733472408925,13.0,0.0,0.0,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,-4.502356902356903,0.0,-13838.0,-1.0,-208.29233521189693,0.0,0.0,0.0,26.0,-4.0,-14.0,-1.0,12.0,-20058.0,0.7778941070894406,-0.6720421491959032,0.01780728743785878,-0.010384501705648466,-1.0,-1.0,-1.0,0.0,
"neighborhood","1972",-4512.0,-0.6690508240388587,d_reference.csv,countries_data.csv,-4.074969145185196,13.0,0.0,0.0,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,-4.445478723404255,0.0,-13778.0,-1.0,-206.09135129130442,0.0,0.0,0.0,26.0,-4.0,-13.0,-1.0,12.0,-20058.0,0.7750523481902483,-0.6690508240388587,0.01780728743785878,-0.010274770729449817,-1.0,-1.0,-1.0,0.0,
"neighborhood","1973",-4589.0,-0.6694496673931313,d_reference.csv,countries_data.csv,-4.103048432026726,13.0,0.0,0.0,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,-4.3708869034648075,0.0,-13786.0,-1.0,-204.40122906407586,0.0,0.0,0.0,26.0,-4.0,-14.0,-1.0,12.0,-20058.0,0.7712134809053744,-0.6694496673931313,0.01780728743785878,-0.01019050897717,-1.0,-1.0,-1.0,0.0,
"neighborhood","1974",-4700.0,-0.6664583422360867,d_reference.csv,countries_data.csv,-4.178295876250779,13.0,0.0,0.0,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,-4.267659574468085,0.0,-13726.0,-1.0,-201.03424143834954,0.0,0.0,0.0,26.0,-4.0,-13.0,-1.0,12.0,-20058.0,0.765679529364842,-0.6664583422360867,0.01780728743785878,-0.010022646397365118,-1.0,-1.0,-1.0,0.0,
"neighborhood","1975",-4862.0,-0.6595284389556001,d_reference.csv,countries_data.csv,-4.295593931659173,13.0,0.0,0.0,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,-4.125462772521596,0.0,-13587.0,-1.0,-195.64537144353432,0.0,0.0,0.0,26.0,-4.0,-13.0,-1.0,12.0,-20058.0,0.7576029514408216,-0.6595284389556001,0.01780728743785878,-0.009753982024306228,-1.0,-1.0,-1.0,0.0,
"neighborhood","1976",-4963.0,-0.6539944874150677,d_reference.csv,countries_data.csv,-4.377557307174072,13.0,0.0,0.0,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,-4.041507152931694,0.0,-13476.0,-1.0,-192.08122749183624,0.0,0.0,0.0,26.0,-4.0,-12.0,-1.0,12.0,-20058.0,0.7525675540931299,-0.6539944874150677,0.01780728743785878,-0.009576290133205516,-1.0,-1.0,-1.0,0.0,
"neighborhood","1977",-5137.0,-0.6450703673632181,d_reference.csv,countries_data.csv,-4.504575756934054,13.0,0.0,0.0,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,-3.9046135876970993,0.0,-13297.0,-1.0,-186.3372146796981,0.0,0.0,0.0,26.0,-4.0,-13.0,-1.0,12.0,-20058.0,0.7438927111377007,-0.6450703673632181,0.01780728743785878,-0.009289919966083263,-1.0,-1.0,-1.0,0.0,
"neighborhood","1978",-5146.0,-0.6449208011053659,d_reference.csv,countries_data.csv,-4.512567207755847,13.0,0.0,0.0,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,-3.897784687135639,0.0,-13294.0,-1.0,-186.11924235188266,0.0,0.0,0.0,26.0,-4.0,-13.0,-1.0,12.0,-20058.0,0.7434440123641439,-0.6449208011053659,0.01780728743785878,-0.009279052864287698,-1.0,-1.0,-1.0,0.0,
"neighborhood","1979",-5221.0,-0.6441231143968206,d_reference.csv,countries_data.csv,-4.552979742966858,13.0,0.0,0.0,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,-3.8417927600076616,0.0,-13278.0,-1.0,-184.49852277799658,0.0,0.0,0.0,26.0,-4.0,-13.0,-1.0,12.0,-20058.0,0.7397048559178383,-0.6441231143968206,0.01780728743785878,-0.0091982512103897,-1.0,-1.0,-1.0,0.0,
"neighborhood","1980",-5370.0,-0.637193211116334,d_reference.csv,countries_data.csv,-4.6618563020766555,13.0,0.0,0.0,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,-3.7351955307262568,0.0,-13139.0,-1.0,-180.0264233906136,0.0,0.0,0.0,26.0,-4.0,-13.0,-1.0,12.0,-20058.0,0.7322763984445109,-0.637193211116334,0.01780728743785878,-0.00897529282035166,-1.0,-1.0,-1.0,0.0,
"neighborhood","1981",-5423.0,-0.6340024642821531,d_reference.csv,countries_data.csv,-4.702553847100269,13.0,0.0,0.0,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,-3.6986907615710862,0.0,-13075.0,-1.0,-178.29455954990297,0.0,0.0,0.0,26.0,-4.0,-13.0,-1.0,12.0,-20058.0,0.7296340612224549,-0.6340024642821531,0.01780728743785878,-0.0088889500224301,-1.0,-1.0,-1.0,0.0,
"neighborhood","1982",-5508.0,-0.6294656211273022,d_reference.csv,countries_data.csv,-4.777071446891473,13.0,0.0,0.0,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,-3.6416122004357296,0.0,-12984.0,-1.0,-175.6767082899715,0.0,0.0,0.0,26.0,-4.0,-13.0,-1.0,12.0,-20058.0,0.7253963505833084,-0.6294656211273022,0.01780728743785878,-0.00875843595024287,-1.0,-1.0,-1.0,0.0,
"neighborhood","1983",-5477.0,-0.6320082475107901,d_reference.csv,countries_data.csv,-4.737637188147467,13.0,0.0,0.0,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,-3.662223845170714,0.0,-13035.0,-1.0,-176.86795764393867,0.0,0.0,0.0,26.0,-4.0,-13.0,-1.0,12.0,-20058.0,0.7269418685811148,-0.6320082475107901,0.01780728743785878,-0.008817826186256789,-1.0,-1.0,-1.0,0.0,
"neighborhood","1984",-5520.0,-0.6308117174479723,d_reference.csv,countries_data.csv,-4.762560127193025,13.0,0.0,0.0,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,-3.633695652173913,0.0,-13011.0,-1.0,-175.84508649465636,0.0,0.0,0.0,26.0,-4.0,-13.0,-1.0,12.0,-20058.0,0.7247980855518995,-0.6308117174479723,0.01780728743785878,-0.008766830516235734,-1.0,-1.0,-1.0,0.0,
"neighborhood","1985",-5556.0,-0.6283688019030526,d_reference.csv,countries_data.csv,-4.793216339404406,13.0,0.0,0.0,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,-3.6101511879049677,0.0,-12962.0,-1.0,-174.63268537064067,0.0,0.0,0.0,26.0,-4.0,-13.0,-1.0,12.0,-20058.0,0.7230032904576728,-0.6283688019030526,0.01780728743785878,-0.008706385749857447,-1.0,-1.0,-1.0,0.0,
"neighborhood","1986",-5576.0,-0.6258261755195647,d_reference.csv,countries_data.csv,-4.818921786095782,13.0,0.0,0.0,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,-3.5972022955523673,0.0,-12911.0,-1.0,-173.66217850955243,0.0,0.0,0.0,26.0,-4.0,-22.0,-1.0,12.0,-20058.0,0.7220061820719912,-0.6258261755195647,0.01780728743785878,-0.00865800072337982,-1.0,-1.0,-1.0,0.0,
"neighborhood","1987",-5638.0,-0.6207409227525889,d_reference.csv,countries_data.csv,-4.869257011572775,13.0,0.0,0.0,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,-3.557644554806669,0.0,-12809.0,-1.0,-171.41658334397223,0.0,0.0,0.0,26.0,-4.0,-13.0,-1.0,12.0,-20058.0,0.7189151460763785,-0.6207409227525889,0.01780728743785878,-0.008546045634857525,-1.0,-1.0,-1.0,0.0,
"neighborhood","1988",-5600.0,-0.6241809466831901,d_reference.csv,countries_data.csv,-4.827460528304279,13.0,0.0,0.0,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,-3.581785714285714,0.0,-12878.0,-1.0,-172.89593202587773,0.0,0.0,0.0,26.0,-4.0,-14.0,-1.0,12.0,-20058.0,0.7208096520091734,-0.6241809466831901,0.01780728743785878,-0.00861979918366127,-1.0,-1.0,-1.0,0.0,
"neighborhood","1989",-5655.0,-0.622784994943236,d_reference.csv,countries_data.csv,-4.855144312823152,13.0,0.0,0.0,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,-3.546949602122016,0.0,-12850.0,-1.0,-171.674922218229,0.0,0.0,0.0,26.0,-4.0,-13.0,-1.0,12.0,-20058.0,0.7180676039485492,-0.622784994943236,0.01780728743785878,-0.008558925227750973,-1.0,-1.0,-1.0,0.0,
"neighborhood","1990",-10413.0,-0.34130129766534195,d_reference.csv,countries_data.csv,-8.597712114007397,13.0,0.0,0.0,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,-1.926246038605589,0.0,-7204.0,-1.0,-72.75911441944068,0.0,0.0,0.0,26.0,-5.0,-22.0,-1.0,12.0,-20058.0,0.48085551899491474,-0.34130129766534195,0.01780728743785878,-0.003627436156119288,-1.0,-1.0,-1.0,0.0,
"neighborhood","1991",-7874.0,-0.5017858923407831,d_reference.csv,countries_data.csv,-6.58632914998696,13.0,0.0,0.0,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,-2.5473710947421897,0.0,-10423.0,-1.0,-118.46392125404738,0.0,0.0,0.0,26.0,-5.0,-22.0,-1.0,12.0,-20058.0,0.6074384285571841,-0.5017858923407831,0.01780728743785878,-0.005906068464156315,-1.0,-1.0,-1.0,0.0,
"neighborhood","1992",-8300.0,-0.4783039898579833,d_reference.csv,countries_data.csv,-6.9209770194992055,13.0,0.0,0.0,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,-2.4166265060240963,0.0,-9952.0,-1.0,-110.28402832814086,0.0,0.0,0.0,26.0,-5.0,-13.0,-1.0,12.0,-20058.0,0.5862000199421677,-0.4783039898579833,0.01780728743785878,-0.005498256472636398,-1.0,-1.0,-1.0,0.0,
"neighborhood","1993",-8323.0,-0.4772570260530177,d_reference.csv,countries_data.csv,-6.935194392066315,13.0,0.0,0.0,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,-2.409948335936561,0.0,-9931.0,-1.0,-109.90970115207496,0.0,0.0,0.0,26.0,-5.0,-14.0,-1.0,12.0,-20058.0,0.585053345298634,-0.4772570260530177,0.01780728743785878,-0.0054795942343242076,-1.0,-1.0,-1.0,0.0,
"neighborhood","1994",-8392.0,-0.4719224961896215,d_reference.csv,countries_data.csv,-6.999386720168692,13.0,0.0,0.0,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,-2.3901334604385127,0.0,-9824.0,-1.0,-108.33449391518921,0.0,0.0,0.0,26.0,-5.0,-14.0,-1.0,12.0,-20058.0,0.5816133213680328,-0.4719224961896215,0.01780728743785878,-0.005401061617069958,-1.0,-1.0,-1.0,0.0,
"neighborhood","1995",-8509.0,-0.4675352192926228,d_reference.csv,countries_data.csv,-7.083767014501615,13.0,0.0,0.0,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,-2.357268774239041,0.0,-9736.0,-1.0,-106.58776187563845,0.0,0.0,0.0,26.0,-5.0,-14.0,-1.0,12.0,-20058.0,0.5757802373117957,-0.4675352192926228,0.01780728743785878,-0.005313977558861225,-1.0,-1.0,-1.0,0.0,
"neighborhood","1996",-8527.0,-0.4674853638733388,d_reference.csv,countries_data.csv,-7.0891199849165965,23.0,0.0,0.0,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,-2.3522927172510846,0.0,-9735.0,-1.0,-106.45540539562731,0.0,0.0,0.0,26.0,-5.0,-23.0,-1.0,12.0,-20058.0,0.5748828397646824,-0.4674853638733388,0.01780728743785878,-0.005307378871055305,-1.0,-1.0,-1.0,0.0,
"neighborhood","1997",-8717.0,-0.46030618349643176,d_reference.csv,countries_data.csv,-7.215069592024915,23.0,0.0,0.0,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,-2.3010209934610533,0.0,-9591.0,-1.0,-103.71553857851235,0.0,0.0,0.0,26.0,-5.0,-23.0,-1.0,12.0,-20058.0,0.565410310100708,-0.46030618349643176,0.01780728743785878,-0.005170781662105511,-1.0,-1.0,-1.0,0.0,
"neighborhood","1998",-8564.0,-0.46434447245844196,d_reference.csv,countries_data.csv,-7.115747049474479,13.0,0.0,0.0,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,-2.3421298458664177,0.0,-9672.0,-1.0,-105.60518726265722,0.0,0.0,0.0,26.0,-5.0,-13.0,-1.0,12.0,-20058.0,0.5730381892511716,-0.46434447245844196,0.01780728743785878,-0.0052649908895531575,-1.0,-1.0,-1.0,0.0,
"neighborhood","1999",-8560.0,-0.46429461703915786,d_reference.csv,countries_data.csv,-7.112201740280158,13.0,0.0,0.0,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,0.01780728743785878,-2.3432242990654206,0.0,-9671.0,-1.0,-105.6316722755762,0.0,0.0,0.0,26.0,-5.0,-13.0,-1.0,12.0,-20058.0,0.5732376109283079,-0.46429461703915786,0.01780728743785878,-0.005266311310976976,-1.0,-1.0,-1.0,0.0,
